Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes,is_southern
State,Arizona,4.0,All,All,All,Asthma,0.0538,18407.281,19516.3639,0.1809,1239.8557,non-southern
State,Arizona,4.0,All,All,All,Atrial Fibrillation,0.0808,22922.9964,24615.3138,0.2069,1369.5114,non-southern
State,Arizona,4.0,All,All,All,Autism Spectrum Disorders,0.001,7413.68,7974.9811,0.1944,1095.0966,non-southern
State,Arizona,4.0,All,All,All,COPD,0.0946,23552.3566,25271.8361,0.2116,1504.2771,non-southern
State,Arizona,4.0,All,All,All,Cancer,0.0874,18480.3587,19324.4684,0.1809,907.2663,non-southern
State,Arizona,4.0,All,All,All,Chronic Kidney Disease,0.2408,19114.7639,20429.5825,0.2048,1110.4799,non-southern
State,Arizona,4.0,All,All,All,Depression,0.1485,18558.8051,19684.015,0.1981,1233.8502,non-southern
State,Arizona,4.0,All,All,All,Diabetes,0.2274,15076.5501,16070.5357,0.1986,873.5951,non-southern
State,Arizona,4.0,All,All,All,Drug/Substance Abuse,0.0295,25188.3956,27283.0117,0.2493,2106.6278,non-southern
State,Arizona,4.0,All,All,All,HIV/AIDS,0.0017,16983.5575,18232.9621,0.26,1119.5462,non-southern
State,Arizona,4.0,All,All,All,Heart Failure,0.1033,27859.5807,30175.5055,0.2314,1630.0644,non-southern
State,Arizona,4.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0049,22728.0681,24696.2925,0.3015,1716.094,non-southern
State,Arizona,4.0,All,All,All,Hyperlipidemia,0.4732,12583.5125,13309.068,0.1689,751.4282,non-southern
State,Arizona,4.0,All,All,All,Hypertension,0.5252,13663.9177,14492.2151,0.1694,836.6004,non-southern
State,Arizona,4.0,All,All,All,Ischemic Heart Disease,0.2435,18003.945,19236.084,0.1949,1084.736,non-southern
State,Arizona,4.0,All,All,All,Osteoporosis,0.0739,15513.4727,16397.0754,0.1648,897.9608,non-southern
State,Arizona,4.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0133,21211.1685,22927.162,0.2406,2054.2558,non-southern
State,Arizona,4.0,All,All,All,Stroke,0.0337,29234.9038,31577.5821,0.2041,1835.1928,non-southern
State,Arkansas,5.0,All,All,All,Alcohol Abuse,0.0149,24889.7994,23706.3924,0.2622,2339.7122,southern
State,Arkansas,5.0,All,All,All,Alzheimer's Disease/Dementia,0.1157,24014.0958,22171.1135,0.2154,1530.3726,southern
State,Arkansas,5.0,All,All,All,Arthritis,0.3367,15941.578,14826.8532,0.1793,1024.8687,southern
State,Arkansas,5.0,All,All,All,Asthma,0.0388,21166.5668,19819.1828,0.2177,1683.0903,southern
State,Arkansas,5.0,All,All,All,Atrial Fibrillation,0.0846,24583.7068,23013.6025,0.2214,1488.4773,southern
State,Arkansas,5.0,All,All,All,Autism Spectrum Disorders,0.0016,8446.3033,7835.0096,0.2421,974.2857,southern
State,Arkansas,5.0,All,All,All,COPD,0.125,24511.458,22968.8683,0.2236,1714.1633,southern
State,Arkansas,5.0,All,All,All,Cancer,0.0778,21447.8135,20169.8437,0.1956,1049.1203,southern
State,Arkansas,5.0,All,All,All,Chronic Kidney Disease,0.2175,24062.6332,22541.5794,0.2244,1483.3127,southern
State,Arkansas,5.0,All,All,All,Depression,0.1874,19389.7986,18031.1126,0.214,1423.1606,southern
State,Arkansas,5.0,All,All,All,Diabetes,0.2572,15912.5464,14837.7278,0.2131,1031.639,southern
State,Arkansas,5.0,All,All,All,Drug/Substance Abuse,0.0383,22260.2516,21128.1796,0.258,2310.0946,southern
State,Arkansas,5.0,All,All,All,HIV/AIDS,0.0018,16404.3508,15601.2213,0.2889,1390.8046,southern
State,Arkansas,5.0,All,All,All,Heart Failure,0.1491,27582.0537,25780.666,0.2339,1728.8097,southern
State,Arkansas,5.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0059,21488.643,20564.6728,0.2719,2037.325,southern
State,Arkansas,5.0,All,All,All,Hyperlipidemia,0.4217,14554.8879,13595.5647,0.1876,927.8886,southern
State,Arkansas,5.0,All,All,All,Hypertension,0.5942,14325.16,13373.3782,0.1833,953.5728,southern
State,Arkansas,5.0,All,All,All,Ischemic Heart Disease,0.3094,18334.3271,17148.702,0.2016,1182.3887,southern
State,Arkansas,5.0,All,All,All,Osteoporosis,0.0599,18441.0391,17113.5421,0.1809,1071.8659,southern
State,Arkansas,5.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0275,21579.2528,20077.2181,0.2361,2056.8229,southern
State,Arkansas,5.0,All,All,All,Stroke,0.0385,30934.0318,28964.0383,0.2191,2056.237,southern
State,California,6.0,All,All,All,Alcohol Abuse,0.0215,25617.0342,34132.9987,0.2839,2558.2373,non-southern
State,California,6.0,All,All,All,Alzheimer's Disease/Dementia,0.1047,25625.7932,33052.3705,0.2297,1496.2582,non-southern
State,California,6.0,All,All,All,Arthritis,0.3118,15862.1478,19750.8565,0.1906,949.5653,non-southern
State,California,6.0,All,All,All,Asthma,0.053,21031.6907,26889.3604,0.2284,1633.1378,non-southern
State,California,6.0,All,All,All,Atrial Fibrillation,0.0749,25354.5636,32832.2883,0.2364,1449.3866,non-southern
State,California,6.0,All,All,All,Autism Spectrum Disorders,0.0022,9165.877,11832.1651,0.2473,1101.7776,non-southern
State,California,6.0,All,All,All,COPD,0.0952,27690.4636,35449.9754,0.25,1780.8407,non-southern
State,California,6.0,All,All,All,Cancer,0.0784,20371.3435,25014.6881,0.2053,955.9738,non-southern
State,California,6.0,All,All,All,Chronic Kidney Disease,0.2428,22495.0204,28778.3443,0.2342,1289.758,non-southern
State,California,6.0,All,All,All,Depression,0.1622,21311.3747,27074.5735,0.2317,1437.0457,non-southern
State,California,6.0,All,All,All,Diabetes,0.2719,16551.4968,20896.3959,0.2282,978.6757,non-southern
State,California,6.0,All,All,All,Drug/Substance Abuse,0.0376,26037.9259,33960.4152,0.2894,2659.6496,non-southern
State,California,6.0,All,All,All,HIV/AIDS,0.005,17065.4541,22027.8199,0.2814,1269.7629,non-southern
State,California,6.0,All,All,All,Heart Failure,0.1391,28973.8326,37330.0467,0.2504,1651.0758,non-southern
State,California,6.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0143,21342.5965,28029.8675,0.301,1633.4599,non-southern
State,California,6.0,All,All,All,Hyperlipidemia,0.4529,14068.7146,17686.4452,0.1965,829.21,non-southern
State,California,6.0,All,All,All,Hypertension,0.5296,15045.2699,18969.806,0.196,925.6355,non-southern
State,California,6.0,All,All,All,Ischemic Heart Disease,0.2471,20603.1648,26183.785,0.2241,1193.6767,non-southern
State,California,6.0,All,All,All,Osteoporosis,0.0784,16721.6572,20956.8731,0.1844,905.658,non-southern
State,California,6.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0346,25800.4271,33076.1077,0.2729,2189.4402,non-southern
State,California,6.0,All,All,All,Stroke,0.0353,33832.4568,44002.1348,0.2369,1984.3648,non-southern
State,Colorado,8.0,All,All,All,Alcohol Abuse,0.0211,21195.833,23149.6354,0.2126,2205.1334,non-southern
State,Colorado,8.0,All,All,All,Alzheimer's Disease/Dementia,0.0868,21497.5068,22881.8012,0.1856,1424.8476,non-southern
State,Colorado,8.0,All,All,All,Arthritis,0.3073,14946.1178,15754.0777,0.1407,903.1039,non-southern
State,Colorado,8.0,All,All,All,Asthma,0.0448,19602.6393,20788.6412,0.172,1513.224,non-southern
State,Colorado,8.0,All,All,All,Atrial Fibrillation,0.066,23062.1541,24798.0965,0.1924,1425.0531,non-southern
State,Colorado,8.0,All,All,All,Autism Spectrum Disorders,0.0019,7693.5099,8084.6921,0.1198,1086.7179,non-southern
State,Colorado,8.0,All,All,All,COPD,0.0937,22400.3647,23982.7714,0.194,1589.6774,non-southern
State,Colorado,8.0,All,All,All,Cancer,0.074,18947.5558,19816.9467,0.1654,932.5185,non-southern
State,Colorado,8.0,All,All,All,Chronic Kidney Disease,0.1915,20775.4906,22166.3116,0.1926,1315.1223,non-southern
State,Colorado,8.0,All,All,All,Depression,0.1651,18268.2056,19327.1094,0.1797,1330.8686,non-southern
State,Colorado,8.0,All,All,All,Diabetes,0.1829,14794.4503,15683.5164,0.1841,996.7261,non-southern
State,Colorado,8.0,All,All,All,Drug/Substance Abuse,0.0355,23541.8793,25368.748,0.2364,2399.8087,non-southern
State,Colorado,8.0,All,All,All,HIV/AIDS,0.0021,18195.8629,19906.9027,0.2425,1507.0,non-southern
State,Colorado,8.0,All,All,All,Heart Failure,0.1028,25937.5781,27849.7427,0.2079,1628.0093,non-southern
State,Colorado,8.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0063,20135.685,22054.4886,0.2456,1921.6016,non-southern
State,Colorado,8.0,All,All,All,Hyperlipidemia,0.331,13822.3071,14652.0949,0.1538,860.378,non-southern
State,Colorado,8.0,All,All,All,Hypertension,0.4239,14612.6754,15492.7146,0.1565,969.4552,non-southern
State,Colorado,8.0,All,All,All,Ischemic Heart Disease,0.1983,18044.4863,19240.4046,0.1832,1154.6642,non-southern
State,Colorado,8.0,All,All,All,Osteoporosis,0.0622,18065.0895,19063.2661,0.1583,1004.4731,non-southern
State,Colorado,8.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0195,16342.7578,17473.7982,0.2019,2020.1459,non-southern
State,Colorado,8.0,All,All,All,Stroke,0.0268,29851.9986,31866.4933,0.1915,1896.5763,non-southern
State,Connecticut,9.0,All,All,All,Alcohol Abuse,0.0289,23084.3103,28170.1328,0.2694,2484.6085,non-southern
State,Connecticut,9.0,All,All,All,Alzheimer's Disease/Dementia,0.1289,23696.1524,28649.1376,0.227,1635.3899,non-southern
State,Connecticut,9.0,All,All,All,Arthritis,0.3198,16417.4948,19506.7408,0.1894,1107.1116,non-southern
State,Connecticut,9.0,All,All,All,Asthma,0.0647,20704.1525,24811.6154,0.2237,1847.7117,non-southern
State,Connecticut,9.0,All,All,All,Atrial Fibrillation,0.1072,24078.9928,29393.0897,0.2325,1537.7165,non-southern
State,Connecticut,9.0,All,All,All,Autism Spectrum Disorders,0.0047,7906.4349,9439.8919,0.1811,1432.8267,non-southern
State,Connecticut,9.0,All,All,All,COPD,0.1134,25745.2732,31157.1304,0.2451,1868.7806,non-southern
State,Connecticut,9.0,All,All,All,Cancer,0.0959,20779.5755,24333.7583,0.2102,1091.4212,non-southern
State,Connecticut,9.0,All,All,All,Chronic Kidney Disease,0.2366,23351.2239,28230.2502,0.2373,1524.748,non-southern
State,Connecticut,9.0,All,All,All,Depression,0.2037,21127.8475,25238.8272,0.2265,1633.1462,non-southern
State,Connecticut,9.0,All,All,All,Diabetes,0.2505,16672.2852,19927.7744,0.2261,1156.1202,non-southern
State,Connecticut,9.0,All,All,All,Drug/Substance Abuse,0.0374,23219.9161,28088.1814,0.2882,2749.3305,non-southern
State,Connecticut,9.0,All,All,All,HIV/AIDS,0.0046,19661.9526,24072.0189,0.2729,1805.1378,non-southern
State,Connecticut,9.0,All,All,All,Heart Failure,0.1452,28796.7833,35262.8033,0.249,1816.1284,non-southern
State,Connecticut,9.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0079,26598.8075,32341.1701,0.3101,2448.7133,non-southern
State,Connecticut,9.0,All,All,All,Hyperlipidemia,0.5071,14106.42,16833.0745,0.1961,973.296,non-southern
State,Connecticut,9.0,All,All,All,Hypertension,0.59,14756.3699,17602.3452,0.1968,1026.7889,non-southern
State,Connecticut,9.0,All,All,All,Ischemic Heart Disease,0.2528,20628.6659,24981.877,0.2245,1354.8898,non-southern
State,Connecticut,9.0,All,All,All,Osteoporosis,0.0764,17444.0493,20805.3386,0.1952,1151.9201,non-southern
State,Connecticut,9.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0441,19301.0084,23033.8478,0.237,2094.2358,non-southern
State,Connecticut,9.0,All,All,All,Stroke,0.0387,30701.3254,37546.7787,0.2191,2028.1638,non-southern
State,Delaware,10.0,All,All,All,Alcohol Abuse,0.021,22986.3391,26266.8915,0.2367,2139.6994,southern
State,Delaware,10.0,All,All,All,Alzheimer's Disease/Dementia,0.093,24268.8914,26988.2808,0.2152,1577.5764,southern
State,Delaware,10.0,All,All,All,Arthritis,0.3465,14481.0266,15929.1477,0.1688,890.7127,southern
State,Delaware,10.0,All,All,All,Asthma,0.0522,18729.9935,20959.7694,0.218,1467.3152,southern
State,Delaware,10.0,All,All,All,Atrial Fibrillation,0.0941,23385.5677,26407.9184,0.2202,1406.6223,southern
State,Delaware,10.0,All,All,All,Autism Spectrum Disorders,0.0031,7891.3469,9705.8544,0.2264,1702.0,southern
State,Delaware,10.0,All,All,All,COPD,0.1051,23731.9796,26543.85,0.232,1562.1685,southern
State,Delaware,10.0,All,All,All,Cancer,0.0912,19223.5732,21011.9023,0.1906,935.5649,southern
State,Delaware,10.0,All,All,All,Chronic Kidney Disease,0.2521,20597.4691,23036.5669,0.2199,1254.4039,southern
State,Delaware,10.0,All,All,All,Depression,0.1806,20192.8493,22449.6937,0.2136,1375.3344,southern
State,Delaware,10.0,All,All,All,Diabetes,0.2882,14546.5721,16113.0152,0.2082,900.5331,southern
State,Delaware,10.0,All,All,All,Drug/Substance Abuse,0.0403,20635.413,23167.0238,0.268,2035.3846,southern
State,Delaware,10.0,All,All,All,HIV/AIDS,0.0043,16786.7437,18865.1237,0.2066,1589.1583,southern
State,Delaware,10.0,All,All,All,Heart Failure,0.1147,28638.2086,32317.4531,0.247,1730.9105,southern
State,Delaware,10.0,All,All,All,Hepatitis (Chronic Viral B & C),0.008,21693.0203,24886.0589,0.2655,1778.3826,southern
State,Delaware,10.0,All,All,All,Hyperlipidemia,0.611,11861.9409,13085.7452,0.1764,737.2199,southern
State,Delaware,10.0,All,All,All,Hypertension,0.6302,13027.9642,14382.9854,0.1778,826.9943,southern
State,Delaware,10.0,All,All,All,Ischemic Heart Disease,0.2835,18221.0793,20310.0262,0.207,1116.5403,southern
State,Delaware,10.0,All,All,All,Osteoporosis,0.0607,15239.7817,16817.2025,0.1778,915.332,southern
State,Delaware,10.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0227,21021.9246,23430.5578,0.2357,2308.4699,southern
State,Delaware,10.0,All,All,All,Stroke,0.0469,29603.5662,33358.2951,0.22,1936.0212,southern
State,District of Columbia,11.0,All,All,All,Alcohol Abuse,0.0316,25296.7132,31806.1758,0.3114,3699.4158,southern
State,District of Columbia,11.0,All,All,All,Alzheimer's Disease/Dementia,0.1387,25674.8811,30877.3164,0.2556,1741.6546,southern
State,District of Columbia,11.0,All,All,All,Arthritis,0.3026,16654.1098,19651.3707,0.2269,1415.8306,southern
State,District of Columbia,11.0,All,All,All,Asthma,0.061,21813.4805,26346.4606,0.2866,2754.6029,southern
State,District of Columbia,11.0,All,All,All,Atrial Fibrillation,0.0527,29270.3444,35562.02,0.2752,1867.282,southern
State,District of Columbia,11.0,All,All,All,COPD,0.0777,31290.9327,38269.8154,0.2905,2446.0276,southern
State,District of Columbia,11.0,All,All,All,Cancer,0.0864,19795.1936,23133.4088,0.2256,1250.2913,southern
State,District of Columbia,11.0,All,All,All,Chronic Kidney Disease,0.2491,25808.9881,31074.4469,0.2607,1875.3871,southern
State,District of Columbia,11.0,All,All,All,Depression,0.1478,23319.6011,28062.0058,0.2808,2176.3304,southern
State,District of Columbia,11.0,All,All,All,Diabetes,0.2881,18276.0011,21865.8637,0.2619,1518.4258,southern
State,District of Columbia,11.0,All,All,All,Drug/Substance Abuse,0.0491,25459.4649,32126.8278,0.3535,3710.3825,southern
State,District of Columbia,11.0,All,All,All,HIV/AIDS,0.028,18014.251,21379.0865,0.3225,2011.3636,southern
State,District of Columbia,11.0,All,All,All,Heart Failure,0.142,32725.9678,39626.4807,0.2779,2375.1328,southern
State,District of Columbia,11.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0235,28576.9408,35118.4097,0.3608,2376.8737,southern
State,District of Columbia,11.0,All,All,All,Hyperlipidemia,0.372,16736.8361,19934.5644,0.2351,1296.4249,southern
State,District of Columbia,11.0,All,All,All,Hypertension,0.5558,15729.8709,18680.5587,0.2259,1320.2269,southern
State,District of Columbia,11.0,All,All,All,Ischemic Heart Disease,0.2244,23830.1139,28754.0984,0.2668,1799.5814,southern
State,District of Columbia,11.0,All,All,All,Osteoporosis,0.0472,14992.9389,17566.3808,0.2105,1070.743,southern
State,District of Columbia,11.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0505,19062.1618,23939.0798,0.2907,2920.3187,southern
State,District of Columbia,11.0,All,All,All,Stroke,0.0486,35695.3274,43131.9448,0.2569,2566.7932,southern
State,Florida,12.0,All,All,All,Alcohol Abuse,0.0232,27106.5036,27364.4815,0.2747,2030.4755,southern
State,Florida,12.0,All,All,All,Alzheimer's Disease/Dementia,0.1261,28259.5634,28137.6897,0.2303,1551.8973,southern
State,Florida,12.0,All,All,All,Arthritis,0.3751,17363.2543,17331.8388,0.1919,959.9024,southern
State,Florida,12.0,All,All,All,Asthma,0.0519,21749.0306,21959.9228,0.2349,1473.0091,southern
State,Florida,12.0,All,All,All,Atrial Fibrillation,0.1011,27001.9251,27151.4814,0.2357,1445.9156,southern
State,Florida,12.0,All,All,All,Autism Spectrum Disorders,0.0018,10147.2167,10485.1428,0.2392,1091.8891,southern
State,Florida,12.0,All,All,All,COPD,0.1346,27393.8477,27452.2509,0.2448,1597.651,southern
State,Florida,12.0,All,All,All,Cancer,0.1014,21438.8783,21453.3501,0.2058,968.1437,southern
State,Florida,12.0,All,All,All,Chronic Kidney Disease,0.2821,22980.1173,23073.1785,0.2335,1248.0952,southern
State,Florida,12.0,All,All,All,Depression,0.1948,23286.9996,23260.4847,0.2311,1397.2012,southern
State,Florida,12.0,All,All,All,Diabetes,0.2781,18419.2973,18471.6929,0.2301,1012.9013,southern
State,Florida,12.0,All,All,All,Drug/Substance Abuse,0.0363,28090.4907,28440.9181,0.3038,2322.877,southern
State,Florida,12.0,All,All,All,HIV/AIDS,0.0058,19957.5667,20672.5701,0.3171,1572.509,southern
State,Florida,12.0,All,All,All,Heart Failure,0.1478,31317.1105,31500.0049,0.2564,1681.8542,southern
State,Florida,12.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0071,27158.8113,27887.1221,0.3232,1884.0105,southern
State,Florida,12.0,All,All,All,Hyperlipidemia,0.5919,14401.6849,14427.6512,0.1955,799.8282,southern
State,Florida,12.0,All,All,All,Hypertension,0.6238,15835.1432,15850.2339,0.1971,897.5738,southern
State,Florida,12.0,All,All,All,Ischemic Heart Disease,0.3428,20317.4256,20383.5414,0.2177,1138.191,southern
State,Florida,12.0,All,All,All,Osteoporosis,0.0834,18023.5339,17982.0499,0.1855,950.3761,southern
State,Florida,12.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0299,28575.9303,28922.1845,0.2712,2000.4562,southern
State,Florida,12.0,All,All,All,Stroke,0.0467,32991.3708,33133.9375,0.2359,1908.2508,southern
State,Georgia,13.0,All,All,All,Alcohol Abuse,0.0189,25816.8446,26135.918,0.2545,2341.8989,southern
State,Georgia,13.0,All,All,All,Alzheimer's Disease/Dementia,0.107,24799.9195,24476.0868,0.2247,1573.1967,southern
State,Georgia,13.0,All,All,All,Arthritis,0.3367,15564.8499,15303.9199,0.1886,1024.0904,southern
State,Georgia,13.0,All,All,All,Asthma,0.047,19984.5877,19896.8712,0.2235,1633.916,southern
State,Georgia,13.0,All,All,All,Atrial Fibrillation,0.078,24975.9045,24993.6889,0.234,1519.8027,southern
State,Georgia,13.0,All,All,All,Autism Spectrum Disorders,0.002,8197.475,8285.1462,0.1848,1168.2243,southern
State,Georgia,13.0,All,All,All,COPD,0.1174,24707.5902,24546.2221,0.2364,1754.4389,southern
State,Georgia,13.0,All,All,All,Cancer,0.082,20326.2526,20009.7842,0.2042,1016.033,southern
State,Georgia,13.0,All,All,All,Chronic Kidney Disease,0.2679,22279.1737,22111.8727,0.2284,1367.6446,southern
State,Georgia,13.0,All,All,All,Depression,0.1716,20142.6857,19887.3014,0.225,1485.032,southern
State,Georgia,13.0,All,All,All,Diabetes,0.2788,16699.3063,16478.4103,0.2233,1066.9929,southern
State,Georgia,13.0,All,All,All,Drug/Substance Abuse,0.0356,24674.6574,24814.9539,0.2896,2565.8483,southern
State,Georgia,13.0,All,All,All,HIV/AIDS,0.0054,19868.4703,20675.0076,0.2971,1684.6215,southern
State,Georgia,13.0,All,All,All,Heart Failure,0.1401,29505.0434,29443.5727,0.251,1842.6078,southern
State,Georgia,13.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0063,28122.5176,28911.1711,0.3285,2164.0138,southern
State,Georgia,13.0,All,All,All,Hyperlipidemia,0.5007,13688.8049,13527.4737,0.1937,874.9429,southern
State,Georgia,13.0,All,All,All,Hypertension,0.6183,14209.3875,14036.6011,0.1929,945.0263,southern
State,Georgia,13.0,All,All,All,Ischemic Heart Disease,0.2627,19871.191,19739.7368,0.2209,1265.7523,southern
State,Georgia,13.0,All,All,All,Osteoporosis,0.057,16093.4601,15866.0838,0.1788,971.5241,southern
State,Georgia,13.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0271,20590.4922,20405.8907,0.243,2080.6916,southern
State,Georgia,13.0,All,All,All,Stroke,0.0401,31152.2815,31257.6795,0.2301,2005.9419,southern
State,Hawaii,15.0,All,All,All,Alcohol Abuse,0.0155,16621.1427,21899.1397,0.247,2018.7573,non-southern
State,Hawaii,15.0,All,All,All,Alzheimer's Disease/Dementia,0.1048,15919.9807,19996.6476,0.1596,1248.1536,non-southern
State,Hawaii,15.0,All,All,All,Arthritis,0.2129,11576.486,13822.3745,0.1548,831.6802,non-southern
State,Hawaii,15.0,All,All,All,Asthma,0.057,16027.3371,19447.3344,0.2086,1433.5888,non-southern
State,Hawaii,15.0,All,All,All,Atrial Fibrillation,0.062,18848.4099,23641.3583,0.1893,1435.9501,non-southern
State,Hawaii,15.0,All,All,All,COPD,0.0658,19628.6276,24843.2625,0.1959,1614.8742,non-southern
State,Hawaii,15.0,All,All,All,Cancer,0.0816,14575.088,17244.0852,0.1769,832.5711,non-southern
State,Hawaii,15.0,All,All,All,Chronic Kidney Disease,0.2581,15288.4936,18602.1635,0.1814,1028.8485,non-southern
