X,Y
37.20580126,-93.29521862
37.30787946,-89.57583917
38.95798994,-92.31131232
37.05353824,-94.53838146
38.9580252,-92.3113789
38.90363485,-94.33298166
39.27524214,-94.42370721
39.77235362,-94.77059772
39.74803013,-92.4685423
37.55887414,-90.30293138
36.96981498,-93.71010648
37.13621149,-94.32110399
36.67478257,-93.87209284
38.19666946,-90.39360264
37.0365134,-94.50970928
37.68127753,-92.63394624
38.98348604,-90.96365241
38.5063922,-90.38067
37.17898237,-93.27527599
38.64563115,-90.44625338
38.55259009,-91.00213473
37.09895339,-93.23474195
37.104586,-93.2356021
38.64847152,-90.53406575
37.00243861,-91.70323321
38.63636666,-90.44677235
38.19582961,-91.1706424
36.88984248,-89.58346269
39.42527118,-92.41365616
39.7732177,-94.7710179
40.25275515,-94.32438907
40.32628433,-94.87638893
37.83118452,-94.36048553
39.17229271,-91.87761104
38.84344424,-91.96589736
39.14898758,-94.55116162
40.19351194,-92.5890641
39.77848924,-94.8114026
38.13496351,-92.62888933
36.73818795,-91.87458808
37.91222583,-90.53293006
37.78136592,-90.43824474
36.23730747,-89.74070983
37.24856378,-93.27240188
37.73209243,-89.8655138
39.77460335,-93.0676931
37.95248953,-91.78598299
39.44066438,-91.06478066
36.78558106,-90.4261255
36.78691061,-90.44325189
38.71595266,-90.69814249
40.48274509,-93.00564602
38.70995791,-90.41544851
39.26437785,-93.95742114
39.00889984,-94.55812509
39.00723164,-94.57773096
39.0114033,-94.56001654
38.53413331,-93.51852932
38.96638205,-92.34210442
37.30358194,-89.57114498
38.94189729,-94.38152856
39.04743362,-94.59019592
39.24898899,-94.64832907
39.37650909,-94.58142085
37.66045595,-91.56935238
40.46477539,-92.16495149
37.14643934,-93.26651852
38.63655771,-90.44624942
38.78047561,-90.48349744
38.63222218,-90.25813953
39.15134801,-94.55182786
39.27450552,-94.42410418
38.58352594,-90.2286145
37.28697143,-89.56557082
37.77375398,-90.43709356
37.31073434,-89.53984582
36.80747959,-89.96832374
38.62172491,-90.23910389
38.75055654,-90.4337425
38.7517683,-90.43516525
38.802534,-90.775864
38.63333088,-90.3126996
38.62295605,-90.23868622
38.62414869,-90.23846797
38.61560143,-90.24035661
38.52792366,-90.47641436
38.80279667,-90.77574675
38.78090867,-90.48462054
38.82215041,-90.880721
38.55869819,-92.22156912
38.63309604,-90.31089581
38.93613547,-94.60381772
38.63894385,-90.26417116
38.6049899,-90.27730968
38.65401156,-90.27630112
38.58433072,-90.45179232
38.65129081,-90.50322354
38.67570773,-90.53217838
39.02606715,-94.26385752
37.96934223,-90.05465491
40.20162729,-93.13381402
37.31612169,-91.96116854
38.63719204,-90.25794112
38.79380998,-90.57985481
38.97539187,-94.39435345
39.08453615,-94.57531678
39.0842537,-94.57288161
38.93838366,-92.32817811
37.92597311,-90.77266582
38.76593328,-93.72229517
38.95747363,-92.28821141
40.06786699,-93.58163967
45.20161386,-112.6472488
45.2122707,-109.243881
47.81409763,-112.1927115
45.72891672,-107.6165327
48.17879073,-110.1087565
46.24813858,-114.1720871
45.26038213,-111.3009312
46.32186492,-111.5160033
48.39154557,-115.547972
47.05859421,-109.443954
47.46847267,-114.8881884
46.13269218,-112.9569287
45.88799551,-104.5484938
48.78824639,-105.418244
46.41327806,-112.726831
46.36595924,-104.2812034
48.18942204,-106.6352257
47.31887301,-106.9112553
47.11742516,-104.7038336
46.33007221,-113.2941639
46.39532157,-105.8280605
48.51007217,-110.9720421
45.67515288,-110.5267903
48.17448744,-111.9589252
48.50952146,-111.8496151
48.38027696,-114.3313438
45.35174722,-111.732019
47.41884871,-105.5807272
47.18526722,-114.8766482
47.82040447,-110.6722757
46.54787597,-110.9044169
48.62850987,-112.3270235
48.35786599,-107.8594363
45.82824546,-109.9520716
48.11532759,-105.1928975
46.79113406,-105.3155959
47.68217151,-114.1627049
48.1514501,-104.5146104
46.27168931,-106.6703662
46.45371666,-108.5457052
45.4530315,-112.1920388
48.77918429,-104.563277
47.71508896,-104.1731508
47.52867648,-114.1070447
45.64312768,-109.2591458
48.10134887,-105.6419084
46.4373286,-109.8410793
45.74313397,-108.6046346
47.49160116,-111.2609676
45.78949695,-108.5134524
45.67010674,-111.0197147
46.84737836,-114.0478795
47.48935452,-111.2913526
48.21467735,-114.323426
46.18081803,-112.7908673
48.53807731,-109.6858178
45.73991405,-108.6060574
46.58242897,-111.9888928
46.00851666,-112.5455135
46.87591,-113.99991
45.79340386,-108.5194738
46.58267004,-111.9974384
42.10558165,-96.71097428
41.13621214,-102.9521196
42.57538377,-99.53709135
41.45576915,-97.060697
41.41268483,-102.3483348
41.13585352,-96.04010459
40.16063927,-97.59373043
42.2419192,-97.00923093
40.44788905,-99.3830701
40.65637136,-95.8624831
40.28060501,-100.1803593
41.66176428,-103.0922854
41.24999472,-96.13302258
41.2500045,-96.1340719
40.10182898,-98.95413257
40.87123434,-98.01064063
41.19872696,-96.14001442
41.40944851,-99.63187635
40.79589821,-96.65226399
40.78334794,-97.80754526
41.23775265,-96.180395
40.79473301,-96.62350501
41.10729705,-98.00293433
41.26000735,-96.19039028
41.19327578,-96.63558327
41.24084598,-96.03020737
40.37967562,-96.19702289
40.39122889,-95.85332562
40.8825718,-97.5921534
40.78948023,-96.69815566
40.78961442,-96.69915663
41.1370445,-95.94852914
41.15124201,-101.7187189
40.92605948,-98.37164271
42.03389283,-97.45268418
41.60211148,-98.94280528
40.6673055,-96.18685133
41.23286977,-96.13563712
42.81217752,-102.1998518
42.4606455,-98.65038285
40.91002173,-97.0914344
40.8861415,-98.38072088
41.24669451,-97.12253031
41.88667985,-103.6647413
42.52888832,-98.98266201
41.2460658,-95.97440516
41.25586491,-95.94851923
41.84345168,-96.70606004
41.45241648,-96.49176522
41.45517805,-97.38490108
41.23255777,-103.6668486
41.16113529,-96.0247396
40.78987981,-96.64681786
40.79045104,-96.64802309
40.80837947,-96.62717865
41.12173395,-100.7699743
41.32224315,-96.02028902
41.26463957,-96.21228906
40.5909138,-98.38806583
40.49543098,-98.94285322
41.23963802,-96.03107033
40.73668103,-96.59351305
40.76924571,-96.61730779
41.25767,-96.03755209
40.7787598,-96.7313804
40.68205095,-99.11258973
41.55142676,-96.1445666
41.26093648,-96.04225591
42.82292616,-103.0144539
41.25923165,-96.04197338
40.84879451,-101.7270195
40.65345624,-97.28165027
40.93891988,-100.1532298
42.54451346,-99.84956105
41.255229,-95.97863498
41.29111932,-99.9231578
40.8636084,-99.98249879
42.82457353,-98.46849408
42.05069795,-97.38426911
40.20542279,-100.6083507
41.68304081,-98.00574016
40.72045525,-99.10673839
42.4659882,-97.91725539
40.02644338,-98.06594912
40.52660052,-97.59495531
40.70766371,-99.08158246
40.64063773,-96.93554613
42.13474596,-98.03064397
40.15554652,-97.17500391
40.31614637,-96.74972061
41.44392146,-97.73258369
41.32205434,-96.02035632
40.07772017,-95.60788795
41.21705449,-98.46323549
42.87939012,-100.5381664
41.16972205,-97.549172
42.36030275,-97.59582364
40.10851943,-96.15004086
40.09153426,-98.52805473
42.35883298,-97.78578075
40.05652918,-101.5376635
42.11683654,-102.8698549
40.52412928,-101.6506653
40.10499219,-99.36492831
40.78589682,-99.75883201
39.53787139,-119.7974029
39.17078099,-119.7721521
39.20211959,-119.7843831
36.28705722,-115.2854705
36.13059266,-115.1382301
36.11395958,-115.1245052
36.15661907,-115.2289606
36.11175226,-115.2216381
36.11581862,-115.3075036
36.00311572,-115.1169442
36.24026317,-115.1627144
36.032117,-115.207116
36.145936,-115.209097
39.53154123,-119.7748309
36.10876701,-115.165855
36.08034978,-115.2924483
36.00110213,-115.1208832
36.15673177,-115.1942234
36.10792225,-115.1227576
36.072711,-115.030568
36.16309154,-115.1628119
36.03364521,-115.116711
36.14549204,-115.2118665
36.11591624,-115.1218362
39.52904382,-119.777135
36.11658616,-115.1103846
36.21585229,-115.249107
36.19472841,-115.1225636
39.54086381,-119.6974544
36.27513433,-115.2803555
36.20553077,-115.2503564
39.54123869,-119.6970498
39.46389,-119.776027
39.52594159,-119.796486
39.5239953,-119.7923485
39.4361337,-119.759815
39.53239341,-119.8184467
36.03866201,-114.9849073
36.05733944,-115.27202
36.00437196,-115.1150774
36.12129149,-115.2233553
35.99630422,-115.1203312
36.07265624,-115.2952392
36.15745567,-115.2266091
36.14601955,-115.2158286
36.12632063,-115.2461125
36.08998004,-115.2404433
36.18103483,-115.317037
36.13261007,-115.1354715
36.15962373,-115.1674567
36.16321616,-115.1663933
39.50204762,-119.7571997
39.47655813,-118.7662052
40.63955062,-116.9402862
35.96705262,-114.8426307
38.91948387,-119.7190175
36.21451047,-116.0250897
41.93625332,-79.61297062
40.46652874,-79.95299037
40.4675656,-79.9531074
41.98023,-76.520727
41.191989,-79.397664
40.979735,-76.88662
40.866894,-79.881562
39.856498,-75.367645
40.32114394,-79.39466011
40.32127481,-79.39357745
40.808844,-79.562016
40.41484,-79.238243
41.843328,-79.15461
18.45599329,-66.06546953
18.00368162,-66.6106587
18.41182194,-66.06872207
18.15070305,-65.82670296
18.44601952,-66.07371565
18.1560003,-65.83508002
18.18101307,-66.83318175
18.15274643,-65.83403257
18.39633673,-66.07253398
18.12431488,-66.14669714
18.39681476,-66.1634489
18.39503548,-66.07465243
18.40986267,-66.05109596
18.14379446,-66.26170737
18.44465487,-66.06956059
18.09880911,-67.03816476
17.99712808,-66.61764045
18.39695753,-66.16270651
18.03120341,-66.59474837
17.97355134,-66.11445435
18.39771985,-66.07304168
18.44280934,-67.15088511
18.46704554,-66.7311406
18.39876597,-66.0390983
18.39799578,-66.16635106
18.18063724,-67.15284971
18.22071611,-66.04989021
18.36765915,-66.15367444
18.38990335,-66.09826151
18.39742538,-66.14752306
18.03130077,-66.85759699
18.39019435,-67.10996904
18.3884717,-65.97189867
18.03967485,-66.54740673
18.43455435,-66.4824951
18.44633356,-66.37704376
18.47328848,-66.71691497
18.43367476,-66.47396819
18.21793941,-66.03194587
18.36243116,-66.09764036
18.20073203,-67.14040149
18.44556528,-66.3990695
18.33671711,-65.65449058
18.08263306,-67.0400489
18.3955074,-66.07284079
18.41941287,-66.0559759
18.26776881,-66.70133505
18.33201624,-65.65025508
18.380443,-65.95579
18.37259235,-66.04622543
18.4471351,-66.06293602
18.226651,-66.39434514
18.3945986,-66.07313195
18.17603896,-66.16140123
18.38458886,-66.02236135
18.0857323,-67.14732753
18.30325462,-65.30236436
41.84264726,-71.3800855
41.74470516,-71.46322472
41.7924481,-71.3672704
41.70524809,-71.47823584
42.0046119,-71.49580333
41.49713912,-71.30604899
41.85529477,-71.45924048
41.81188108,-71.40912926
41.83483869,-71.43538964
41.43107865,-71.4964111
41.85206819,-71.39812349
41.36218908,-71.82530324
41.81087733,-71.41220076
34.3133305,-79.83980295
32.85284808,-81.09003051
34.51148424,-82.64648675
34.07560987,-80.97960014
34.08929901,-80.98695717
34.08586316,-80.9828722
34.95868973,-81.05259095
32.96587788,-80.15760709
34.15971957,-82.38303735
32.96554312,-81.24795633
33.88069159,-79.76043781
34.19711497,-79.75897472
34.42171059,-79.36553244
34.0574707,-78.89889314
34.02860165,-81.03305417
34.17564362,-82.15657819
34.95660945,-81.05177374
34.85128582,-82.32254918
34.54557143,-82.62888111
34.69457605,-79.91975371
32.922821,-80.66991082
33.78552184,-79.00182781
33.7869125,-78.99784761
34.02774805,-81.02857281
34.19538811,-79.75497558
34.07012634,-81.09857223
34.19890124,-80.22597393
33.08533946,-80.29073136
34.07374412,-81.09822245
33.95186866,-81.10788392
34.34981886,-80.10412002
34.07261656,-81.11140112
34.0072911,-81.11817421
34.81724949,-82.4131781
33.66001829,-79.81860009
34.96619278,-81.93606386
34.71216013,-81.62930079
33.37964269,-79.28455341
32.3150338,-81.05396235
33.57119789,-81.76180298
32.78279392,-79.94927642
32.83964796,-79.97505235
32.78588204,-79.94792136
32.80837107,-80.04245769
34.47776731,-82.56735757
34.96660045,-81.93946449
34.29042835,-81.60642342
33.75843943,-78.82010678
33.54026745,-80.83045817
32.41732977,-80.68752097
32.22404532,-80.71505734
33.56046875,-79.0427253
32.82118087,-79.85055352
34.53774139,-82.62803267
34.84043897,-82.42139042
34.16941166,-82.15679536
34.86248358,-82.2185913
34.87414429,-82.70715601
33.53587078,-80.82220626
32.79572127,-79.95967343
33.88780194,-80.08122476
32.845663,-80.013529
34.86206952,-80.80239503
33.86571224,-78.66354577
34.84068643,-82.42141898
34.98965743,-81.94246023
34.86485712,-82.22915798
34.9101138,-81.88044733
33.92361132,-80.34272105
33.68671298,-80.21153903
34.72018561,-82.2482302
34.85151346,-82.32760809
34.92004397,-82.2442312
34.97546934,-82.45596102
34.81864389,-82.41264859
34.69553069,-82.98721979
34.00678687,-81.03316804
32.28574066,-80.94048577
33.56131362,-79.0409278
34.840659,-82.60685299
34.07226578,-81.11094347
34.97840817,-81.89551953
35.0898793,-81.63437267
33.77900025,-81.92970697
34.16006615,-79.7520554
34.68448242,-81.18315328
34.71768707,-80.78772137
34.18901702,-79.76439558
34.1600972,-79.7520103
33.866419,-78.660205
34.08743792,-81.16008963
34.00765482,-81.03353124
34.4814708,-81.94082197
34.18627984,-79.32583979
33.068898,-80.095302
34.9640711,-82.45473247
34.1468982,-80.75006727
32.81490163,-79.85571638
32.97579932,-80.06997843
32.87782931,-79.76913142
34.0059619,-81.11419899
32.9759625,-80.07307511
34.80457178,-82.32616496
34.2528387,-80.590406
34.0143761,-81.0133447
34.10416789,-80.95863577
43.52875565,-96.75530413
42.91477297,-97.40125917
42.50558245,-96.49574565
44.05868632,-103.2288713
44.04644362,-103.2234841
43.53505616,-96.71426497
43.53540197,-96.74322897
43.49094299,-96.78073418
43.490445,-96.7852894
45.46151003,-98.47851235
44.30787831,-96.76696725
43.71434228,-98.0080208
44.35980422,-100.3426268
44.0577486,-103.2252503
43.53423762,-96.71432208
43.53551618,-96.74210587
44.49806367,-103.8606446
44.91097461,-97.12123734
42.87325455,-97.40819102
45.46302526,-98.44608444
43.32531563,-98.34527862
45.44797849,-99.66162744
45.78858387,-97.74613853
43.18209316,-99.29400979
44.75272494,-96.68313556
44.36962692,-103.7282684
45.77217227,-99.62301925
45.03065572,-99.13263837
44.05135192,-96.59146309
43.34796637,-97.4310807
45.01308489,-99.94779146
43.16975367,-101.7307254
44.03980876,-101.6714768
43.38464768,-98.83615644
44.87156665,-98.52092234
43.14903616,-97.72904524
44.4024947,-103.5073372
43.07837515,-98.30200323
45.33977277,-97.52195455
43.41720813,-103.4800894
43.77240071,-103.5905274
44.08108633,-98.56374221
45.54621696,-100.4489605
45.22245806,-96.62717351
43.17538103,-97.08404256
42.99157078,-97.8675251
43.99137304,-97.11814234
43.78613259,-99.32471613
44.3859458,-97.56129715
43.39969038,-97.99124056
43.82858454,-96.71580998
43.30449784,-96.55755977
43.36992976,-99.84729509
44.36153118,-98.21105963
42.77865825,-96.91929851
44.52005412,-98.99228219
43.22955463,-99.43584864
45.65749218,-97.05015718
35.89860516,-84.14486297
35.865847,-84.691995
35.12996666,-89.86144748
35.04948437,-89.7145128
35.12787502,-89.85529467
36.02316734,-88.41240859
36.13747315,-88.48937266
36.41423378,-89.04496858
35.53571016,-89.67760669
35.1144587,-89.79965959
35.12900738,-89.86147068
35.09262143,-89.8010902
36.15404425,-86.80187636
36.50442489,-84.51586367
35.75646224,-83.95871505
36.58551645,-82.25692327
36.45283389,-83.57227572
36.16932679,-85.50876258
35.0269471,-84.38571051
35.943325,-85.02203136
36.54412615,-85.50049893
36.17746807,-86.84612428
35.6359507,-88.12224489
35.06706746,-89.93115119
35.95628817,-83.93767478
35.2081067,-85.913832
35.03215742,-85.26644721
35.91911517,-86.81923101
35.13780022,-90.0191809
35.2372013,-89.89194018
35.62068597,-85.19086883
35.04889413,-85.29004745
35.02255862,-85.16062411
35.1235785,-85.30202706
35.82517217,-84.27018079
35.95703172,-83.9372099
36.33630383,-82.40206447
36.16687679,-86.80650365
36.13742735,-88.48936033
36.17353337,-82.79023851
36.53333298,-83.21510814
35.22793112,-88.23034708
36.40021927,-83.01423357
35.61057224,-89.24297656
35.65530193,-88.39866414
36.29654269,-88.31030459
36.55737037,-86.51219369
36.55410317,-82.55460725
36.32017057,-87.68964349
35.81584684,-88.89525133
36.55080903,-82.51427614
36.5535132,-82.5125896
36.3486721,-85.6560906
35.63673266,-88.83178969
35.68444711,-88.85404848
36.43236193,-84.94317595
36.57370136,-84.12854359
36.3078431,-82.38456264
36.30773308,-82.38772184
36.32371007,-82.35453131
36.45355595,-81.79768063
35.04757814,-85.30770622
35.94377202,-84.022329
36.21473336,-83.30379891
35.74435252,-89.54963519
36.17299552,-82.79073878
35.1441513,-90.0324645
35.85592321,-83.53521998
35.14960725,-86.55527721
36.38522911,-85.32758442
36.51945891,-86.02656329
35.46504749,-86.78549016
35.60716387,-87.06689111
35.04157461,-85.26002662
35.12468548,-85.23808028
35.05722097,-89.93745078
36.05402854,-83.99792652
35.13633861,-90.01834939
35.24683128,-89.36379663
35.13666855,-90.01946751
35.1450508,-90.03180122
35.03298287,-90.02120069
35.08981816,-89.80836623
35.2340394,-89.8925047
35.1414419,-90.030648
35.09008241,-89.80837468
35.23407025,-89.89282093
35.03299423,-90.02126285
36.02454511,-84.24508553
35.04720526,-85.30359401
36.16690697,-86.80656112
36.2129657,-83.30531638
36.1829242,-86.749573
35.97407687,-84.00757885
35.03492949,-85.26748228
34.99880292,-85.21894236
35.05372069,-85.14322088
35.02685923,-85.12145583
35.04710628,-85.6296189
35.91707245,-84.10064379
35.87039368,-84.02278841
35.59232333,-87.86375527
36.55712229,-86.51194963
36.35377858,-82.3717817
35.14180398,-90.03182883
35.14084268,-90.03195257
36.5535642,-82.5513784
35.90114709,-84.12250062
35.52910134,-84.98177946
36.26425346,-85.94974537
35.88860486,-84.55600706
35.09820503,-89.86487519
35.20699205,-89.80058276
35.96150829,-85.82954345
35.7794869,-87.45896011
35.94916129,-85.47723715
36.15508556,-86.80325564
36.15397318,-86.80339751
35.69984449,-85.74297892
35.86057912,-86.42503138
35.83271089,-86.07184284
36.12940197,-86.84451646
36.15353896,-86.80216242
35.95724587,-83.93669832
35.09823359,-89.86400431
36.15276546,-86.80116326
36.05341012,-83.99775536
35.95732016,-83.93633839
36.58524519,-82.25636647
35.38768084,-85.37960444
35.05036361,-85.29159691
35.19404399,-84.88065138
35.2219546,-87.33830333
35.18924094,-87.00412139
35.17588667,-86.09013143
35.20779941,-85.9141358
35.15327358,-90.0418743
35.15421585,-90.04290223
35.44081499,-84.60735287
35.34509862,-84.52271936
36.39001409,-86.43409583
35.60069384,-84.46428463
36.34586706,-82.25000167
35.048941,-85.2904938
36.55742777,-86.51160143
36.5819764,-87.27047352
35.17719817,-84.86990561
35.19428928,-84.88130567
36.10663844,-83.51890941
36.38887104,-84.11146978
35.96420392,-83.18219867
36.05229619,-83.99751411
36.15129964,-82.84567491
35.95577982,-83.91516628
35.94044734,-83.94388413
36.07603106,-87.79233528
36.27711959,-87.06559473
36.15375182,-86.80900486
36.32481862,-86.62223383
36.55706885,-86.51163293
36.07330617,-87.37572716
36.47848008,-86.88690193
36.24534093,-86.74961898
36.2543611,-86.68210462
36.07638237,-86.72189213
35.97503426,-86.56520216
36.17637943,-86.60837516
36.38783255,-86.16815993
35.86389133,-86.43032806
36.118445,-82.444649
35.49687997,-86.07840122
35.563923,-86.4487764
36.13841629,-86.80256887
35.38210292,-86.23125982
36.14083601,-86.8021667
36.22160565,-86.32762032
36.20329419,-86.28313467
35.32475293,-87.75688433
35.26757249,-88.99929239
36.05521682,-88.10794649
36.04818558,-89.37991442
35.91228641,-88.75414132
36.33255272,-88.86991049
35.63487668,-88.82842037
36.33474838,-88.86849627
35.20033281,-85.51500693
35.91616226,-86.81925004
36.1534634,-86.80708102
33.03139595,-96.85435167
29.77063353,-95.20029102
32.8837661,-96.7576716
31.11166531,-97.80274157
31.11344991,-97.80167081
31.0721863,-98.1862254
29.7719621,-94.98134416
29.71170751,-95.5557089
32.76801152,-99.89497682
30.27075965,-97.79596702
31.51425066,-97.19949097
31.5110022,-97.19839717
30.10848029,-97.34475731
29.67317456,-97.65449953
30.00840999,-97.85297745
30.73305847,-98.23685865
30.30500185,-97.74560832
30.40492795,-97.74360477
30.00390076,-97.13604043
30.22658358,-97.89209194
30.56676232,-97.65138735
30.28457402,-95.48004261
29.64684751,-95.58827701
31.74997292,-99.96290978
30.0706087,-94.1200397
30.07290488,-94.12295454
29.43358894,-98.49264078
29.57078372,-98.64882103
29.4030255,-98.5482246
29.6809155,-98.4552139
29.59427531,-98.29008482
29.58772294,-98.47345927
29.46171808,-98.68991382
29.35182455,-98.53302117
35.19645199,-101.9203155
32.59672241,-97.14487705
32.7302241,-97.34554216
31.11828493,-97.39929271
33.22065305,-96.91358852
32.57542408,-97.32118572
32.88879527,-97.1511153
32.6609476,-97.06082249
32.92816374,-97.2547307
33.01223393,-96.62435282
32.9140952,-96.44469769
30.5233139,-97.81984631
32.78817065,-96.78119411
32.79157855,-96.78043674
32.65421034,-97.41803838
33.10295419,-96.84038653
30.34510484,-97.97010223
31.07254989,-97.37546506
30.23541154,-97.83573401
30.14567251,-96.39932133
30.0770826,-97.8200058
33.11427398,-96.77091466
30.5823184,-96.27939535
33.10449021,-96.83782532
32.93443023,-97.0943835
31.48918306,-97.15754299
32.83458939,-96.9602494
32.91801933,-96.50871907
30.33294103,-97.97152991
30.51281125,-98.30453796
33.22097161,-96.68260102
30.45163125,-97.59141151
33.0132922,-96.79036603
30.56339584,-97.68478229
32.77911727,-96.56881181
30.59094376,-97.41538166
31.07744745,-97.36344799
32.98851186,-97.17489987
32.80424638,-96.79495495
32.42751892,-96.85791008
32.68289778,-97.11697677
31.08159961,-97.36289358
32.72732293,-97.34715539
32.91229177,-96.95221323
33.67663535,-96.60185221
32.32915158,-95.29852291
33.17662147,-97.08734292
33.2213403,-96.6833344
33.01459949,-96.7893949
29.69898929,-95.39406324
32.78958516,-96.78027265
29.7525574,-94.68744667
27.68007768,-97.36037846
30.0687672,-94.1356343
26.25310267,-98.20115591
33.67387407,-96.60449109
29.95315813,-96.26009777
30.38394439,-103.6704807
33.18772983,-102.2674143
30.49618046,-97.72286269
30.66598536,-96.32372493
33.02869852,-96.88584949
33.66970891,-96.63515951
33.66972557,-96.63438619
31.61197484,-94.64665259
30.53236271,-97.81219095
30.31227048,-97.73479337
